name,borough_name,website,borough_code,address1,address2,address3,os_addressbase_uprn,ward_2018_name,ward_2018_code,easting,northing,longitude,latitude,runtime
Pangolin London,Islington,http://www.pangolinlondon.com/#,E09000019,90 York Way,NA,NA,10090550427,Caledonian,E05000368,530382.0001221001,183460.00012210011,-0.11996600884198419,51.534489245864684,11/27/2022
William Benington,Islington,http://williambeningtongallery.co.uk/#,E09000019,20 Arlington Way,NA,NA,10091004086,Clerkenwell,E05000370,531467.0001221001,182954.00012210011,-0.10451904810235907,51.52968988757034,11/27/2022
Maestro Arts,Wandsworth,http://www.maestroarts.com/#,E09000032,One Eastfields Avenue,NA,NA,10091499728,Thamesfield,E05000625,525271.0001221001,175194.00012210011,-0.19655898356880305,51.461351566416084,11/27/2022
Plus One Gallery,Wandsworth,http://www.plusonegallery.com/#,E09000032,89-91 Pimlico Road,NA,NA,10091504329,St. Mary's Park,E05000622,526186.0001221001,175359.00012210011,-0.18333454680238015,51.46263130841672,11/27/2022
Son Gallery,Southwark,http://cargocollective.com/songallery/About,E09000028,Unit 9C,133 Copeland Road,NA,10091666064,Rye Lane,E05011113,534443.5200805962,176333.92010499537,-0.06415312023793011,51.46949183012114,11/27/2022
ICN,Hackney,http://www.icn-global.com/#,E09000012,96-98 Leonard Street,NA,NA,10091782215,Hoxton East & Shoreditch,E05009377,533176.6000976935,182374.01007079333,-0.08010428676084,51.52407657261653,11/27/2022
Amstel Art Gallery,Lambeth,http://amstelart.com/#,E09000022,7 St George Wharf,NA,NA,10091846195,Oval,E05000426,530177.0001221001,177931.00012210011,-0.12496197677410778,51.484843750016246,11/27/2022
Pace London 1,City of Westminster,http://www.pacegallery.com/#,E09000033,6 Burlington Gardens,NA,NA,10091853844,West End,E05000649,529166.0001221001,180610.00012210011,-0.13853500649288014,51.509153820012614,11/27/2022
Pollock's Toy Museum,Camden,http://pollockstoys.com/#,E09000007,1 Scala Street,NA,NA,10091857645,Bloomsbury,E05000129,529471.0001221001,181805.00012210011,-0.1337030233566413,51.51982431997525,11/27/2022
Asia House,City of Westminster,http://asiahouse.org/#,E09000033,63 New Cavendish Street,NA,NA,10091858261,Marylebone High Street,E05000641,528714.0001221001,181716.00012210011,-0.14464135876177414,51.51919745124187,11/27/2022
Coningsby Gallery,Camden,https://www.coningsbygallery.com/#,E09000007,30 Tottenham Street,Fitzrovia,NA,10091859525,Bloomsbury,E05000129,529413.0001221001,181807.00012210011,-0.13453786957358443,51.519855589383596,11/27/2022
Blackhall Studios,Hackney,http://www.blackallstudios.com/#,E09000012,73 Leonard Street,NA,NA,10091941036,Hoxton East & Shoreditch,E05009377,533089.0001221001,182401.00012210011,-0.08135618234015408,51.524339797616655,11/27/2022
ASC Gallery,Southwark,http://www.ascstudios.co.uk/asc-gallery/#,E09000028,"Taplow House,",Thurlow Street,NA,10093339547,Faraday,E05011102,532940.0001221001,178336.00012210011,-0.08503552597389555,51.487840846108966,11/27/2022
Newport Street,Lambeth,http://www.newportstreetgallery.com/#,E09000022,3 Newport Street,NA,NA,10093376049,Prince's,E05000427,530818.0001221001,178845.8300780952,-0.11539545045936717,51.49291799249341,11/27/2022
Paul McPherson Gallery,Greenwich,http://www.paulmcgallery.com/#,E09000011,77 Lassell Street,NA,NA,100020981999,Peninsula,E05000225,539094.0001221001,178094.00012210011,0.003458820167393555,51.48418554558121,11/27/2022
Galleries Goldstein,Hackney,http://galleriesgoldstein.com/#,E09000012,"Goodhood, 20 Coronet Street",NA,NA,100021034288,Hoxton East & Shoreditch,E05009377,533127.0001221001,182666.00012210011,-0.08070853074370465,51.52671250554583,11/27/2022
Danielle Arnaud,Lambeth,http://www.daniellearnaud.com/#,E09000022,123 Kennington Road,NA,NA,100021856991,Prince's,E05000427,531267.0001221001,179010.00012210011,-0.108869726761932,51.49428940348491,11/27/2022
Caroline Wiseman,Lambeth,http://www.carolinewiseman.com/#,E09000022,26 Lansdowne Gardens,NA,NA,100021862472,Stockwell,E05000429,530211.0001221001,176955.00012210011,-0.12483242531893395,51.47606391091944,11/27/2022
Lisson Gallery 2,City of Westminster,http://www.lissongallery.com/#,E09000033,27 Bell St,Marylebone,NA,100022725884,Church Street,E05000634,527085.0001221001,181808.00012210011,-0.1680765344253281,51.52039325967289,11/27/2022
Rossi & Rossi,City of Westminster,http://www.rossirossi.com/#,E09000033,"21 Georgian House,",10 Bury Street,NA,100022730755,St. James's,E05000644,529309.0001221001,180295.00012210011,-0.13659087719640195,51.506289971202925,11/27/2022
Fiumano Fine Art,City of Westminster,http://www.fiumanofineart.com/#,E09000033,27 Connaught Street,NA,NA,100022738339,Hyde Park,E05000636,527392.0001221001,181096.00012210011,-0.1639109951573517,51.513924734146244,11/27/2022
Ambika P3,City of Westminster,http://www.p3exhibitions.com/#,E09000033,"Uni. of Westminster,",35 Marylebone Road,NA,100022779973,Marylebone High Street,E05000641,528128.0001221001,181959.00012210011,-0.15299519723381924,51.52151473981439,11/27/2022
CNB Gallery,Hackney,http://cnbgallery.com/#,E09000012,32 Rivington Street,NA,NA,100022932983,Hoxton East & Shoreditch,E05009377,533177.0001221001,182515.00012210011,-0.08004521442793121,51.525343614493224,11/27/2022
Red Gallery,Hackney,http://www.redgallerylondon.com/#,E09000012,3 Rivington Street,NA,NA,100022933139,Hoxton East & Shoreditch,E05009377,533063.0001221001,182547.00012210011,-0.08167562174492743,51.52565808914075,11/27/2022
Signal Gallery,Hackney,http://www.signalgallery.com/#,E09000012,32 Paul Street,NA,NA,100022933332,Hoxton East & Shoreditch,E05009377,533020.0001221001,182255.00012210011,-0.08240543879614387,51.52304389204014,11/27/2022
The Residence,Hackney,http://www.residence-gallery.com/#,E09000012,229 Victoria Park Road,NA,NA,100023024966,Victoria,E05009386,535740.0001221001,183971.00012210011,-0.0425572024129248,51.53781865874141,11/27/2022
The Sherlock Holmes Museum,City of Westminster,http://www.sherlock-holmes.co.uk/#,E09000033,239 (221b) Baker Street,NA,NA,100023071949,Bryanston and Dorset Square,E05000632,527847.0001221001,182144.00012210011,-0.15697650068780208,51.52324117330229,11/27/2022
Mercer Chance,Hackney,http://www.mercerchance.co.uk/#,E09000012,253 Hoxton Street,NA,NA,100023135423,Hoxton East & Shoreditch,E05009377,533230.0001221001,183409.00012210011,-0.07894334776582343,51.53336585007268,11/27/2022
Daniel Blau,Hackney,http://www.danielblau.com/#,E09000012,51 Hoxton Square,NA,NA,100023135514,Hoxton East & Shoreditch,E05009377,533171.1301269978,182661.59008789808,-0.08007436043025955,51.52666246370526,11/27/2022
Waterside Contemporary,Hackney,http://waterside-contemporary.com/#,E09000012,2 Clunbury Street,NA,NA,100023135532,Hoxton West,E05009378,532904.0001221001,183194.00012210011,-0.08372230408763107,51.53151040466705,11/27/2022
Standpoint,Hackney,http://www.standpointlondon.co.uk/#,E09000012,45 Coronet Street,Hoxton,NA,100023136399,Hoxton East & Shoreditch,E05009377,533160.0001221001,182650.00012210011,-0.08023910672947725,51.52656092496226,11/27/2022
Narenj Art Gallery,Haringey,http://www.narenj.co.uk/#,E09000014,94 Alexandra Park Road,NA,NA,100023143066,Alexandra,E05000266,529016.0001221001,190475.00012210011,-0.1370759832534233,51.59785152337649,11/27/2022
Highgate Contemporary Art,Haringey,http://www.highgateart.com/#,E09000014,26 Highgate High Street,NA,NA,100023196853,Highgate,E05000272,528556.0001221001,187377.00012210011,-0.14484899746657073,51.57011295456432,11/27/2022
Morley College Gallery,Lambeth,https://www.morleycollege.ac.uk/facilities/the-gallery#,E09000022,61 Westminster Bridge Road,NA,NA,100023225348,Bishop's,E05000416,531293.0001221001,179353.00012210011,-0.10836772791440058,51.49736611467718,11/27/2022
Gasworks Gallery,Lambeth,http://www.gasworks.org.uk/#,E09000022,155 Vauxhall Street,NA,NA,100023230142,Oval,E05000426,530949.0001221001,177926.00012210011,-0.11385059058357917,51.484620554801126,11/27/2022
Blackheath Gallery,Lewisham,http://www.blackheath-gallery.co.uk/#,E09000023,34a Tranquil Vale,NA,NA,100023267656,Blackheath,E05000438,539642.0001221001,176072.00012210011,0.010547456658418577,51.46587876556246,11/27/2022
Bearspace,Lewisham,http://www.bearspace.co.uk/#,E09000023,152 Deptford High Street,NA,NA,100023280386,Evelyn,E05000443,537186.0001221001,177463.00012210011,-0.024250769000243838,51.47898074962246,11/27/2022
Foss Fine Art,Wandsworth,http://fossfineart.com/#,E09000032,113b Northcote Road,NA,NA,100023304718,Northcote,E05000619,527570.0001221001,174718.00012210011,-0.16365171404298062,51.45655972891802,11/27/2022
Northcote Gallery Battersea,Wandsworth,http://www.northcotegallery.com/#,E09000032,110 Northcote Road,NA,NA,100023304739,Northcote,E05000619,527532.0001221001,174695.00012210011,-0.16420671081417998,51.45636156932846,11/27/2022
Kristin Hjellegjerde,Wandsworth,http://kristinhjellegjerde.com/#,E09000032,533 Old York Road,NA,NA,100023326939,Fairfield,E05000614,525925.0001221001,174982.00012210011,-0.18722435946285063,51.459300949041655,11/27/2022
John Adams Fine Art,City of Westminster,http://www.johnadamsfineart.com/#,E09000033,200 Ebury Street,NA,NA,100023346246,Churchill,E05000633,528314.0001221001,178508.00012210011,-0.1515712991806293,51.49045557183701,11/27/2022
Eleven,City of Westminster,http://www.elevenfineart.com/#,E09000033,11 Eccleston Street,NA,NA,100023346410,Warwick,E05000647,528663.0001221001,178892.00012210011,-0.1464065923819669,51.49382756965377,11/27/2022
The Osborne Studio Gallery,City of Westminster,http://www.osg.uk.com/#,E09000033,2 Motcomb Street,NA,NA,100023348455,Knightsbridge and Belgravia,E05000637,528052.0001221001,179418.00012210011,-0.155013172989838,51.49869392120635,11/27/2022
La Galleria,City of Westminster,http://www.lagalleria.org/#,E09000033,30 Royal Opera Arcade,Pall Mall,NA,100023349436,St. James's,E05000644,529743.0001221001,180406.00012210011,-0.13029944471317864,51.50718811425508,11/27/2022
GRAD,City of Westminster,http://www.grad-london.com/#,E09000033,3-4a Little Portland Street,NA,NA,100023466396,West End,E05000649,529107.0001221001,181473.00012210011,-0.1390686754534916,51.51692372609437,11/27/2022
Stephen Wiltshire Gallery,City of Westminster,http://www.stephenwiltshire.co.uk/london_gallery.aspx#,E09000033,5 Royal Opera Arcade,NA,NA,100023349482,St. James's,E05000644,529729.6600952,180405.51007079333,-0.1304917554156928,51.507186773015775,11/27/2022
Panter and Hall,City of Westminster,http://www.panterandhall.com/#,E09000033,27 Bury Street,NA,NA,100023349526,St. James's,E05000644,529647.0001221001,180340.00012210011,-0.13170635887492782,51.50661696225246,11/27/2022
Alan Cristea Gallery,City of Westminster,http://www.alancristea.com/#,E09000033,43 Pall Mall,NA,NA,100023349532,St. James's,E05000644,529449.0001221001,180219.00012210011,-0.13460245633982162,51.50557484603892,11/27/2022
Institute of Contemporary Arts - ICA,City of Westminster,http://www.ica.org.uk/#,E09000033,"The Mall, St. James's",NA,NA,100023349547,St. James's,E05000644,529801.0001221001,180264.00012210011,-0.12951637265332902,51.505898538901775,11/27/2022
Malcolm Fairley,City of Westminster,http://www.malcolmfairley.com/#,E09000033,40 Bury Street,NA,NA,100023349671,St. James's,E05000644,529309.0001221001,180247.00012210011,-0.13660848031719067,51.50585855979684,11/27/2022
Paisnel Gallery,City of Westminster,http://www.paisnelgallery.co.uk/#,E09000033,9 Bury Street,NA,NA,100023349896,St. James's,E05000644,529310.0001221001,180290.00012210011,-0.13657830857348474,51.506244803654916,11/27/2022
Sladmore,City of Westminster,http://www.sladmore.com/#,E09000033,57 Jermyn Street,NA,NA,100023349966,St. James's,E05000644,529212.0001221001,180399.00012210011,-0.1379497897010565,51.50724688773608,11/27/2022
Chris Beetles,City of Westminster,http://www.chrisbeetles.com/#,E09000033,8 & 10 Ryder Street,NA,NA,100023350002,St. James's,E05000644,529302.0001221001,180331.00012210011,-0.13667849149847366,51.50661513173621,11/27/2022
Photofusion Gallery,Lambeth,http://www.photofusion.org/photography-exhibitions/#,E09000022,17A Electric Ln,Brixton,NA,100023388443,Coldharbour,E05000420,531121.0001221001,175342.00012210011,-0.11233367988207232,51.46135657966503,11/27/2022
Brixton Art Gallery,Lambeth,http://www.brixtonartgallery.co.uk/#,E09000022,35 Brixton Station Road,NA,NA,100023388518,Coldharbour,E05000420,531172.0001221001,175560.00012210011,-0.11151899894153522,51.46330407422986,11/27/2022
Two Temple Place,City of Westminster,http://www.twotempleplace.org/#,E09000033,2 Temple Place,NA,NA,100023433098,St. James's,E05000644,531096.0001221001,180875.00012210011,-0.11063857030997987,51.511090982933304,11/27/2022
Atlas Gallery,City of Westminster,http://www.atlasgallery.com/#,E09000033,49 Dorset Street,NA,NA,100023460982,Marylebone High Street,E05000641,528081.0001221001,181677.00012210011,-0.15377485856525908,51.51899084146762,11/27/2022
Fashion Space Gallery,City of Westminster,http://www.fashionspacegallery.com/#,E09000033,London College of Fashion,20 John Princes St,NA,100023463131,West End,E05000649,528930.0001221001,181269.00012210011,-0.1416931224736202,51.51513065823631,11/27/2022
Hay Hill Gallery,City of Westminster,http://www.hayhillgallery.com/#,E09000033,35 Baker Street,NA,NA,100023463338,Marylebone High Street,E05000641,528048.6901244968,181503.87011719495,-0.1543032490549897,51.51744210876523,11/27/2022
A&D Gallery,City of Westminster,http://www.aanddgallery.com/#,E09000033,51 Chiltern Street,NA,NA,100023463458,Marylebone High Street,E05000641,528059.0001221001,181729.00012210011,-0.1540729006839933,51.5194631963648,11/27/2022
Hellenic Centre,City of Westminster,http://www.helleniccentre.org/#,E09000033,16-18 Paddington Street,NA,NA,100023464226,Marylebone High Street,E05000641,528201.0001221001,181842.00012210011,-0.15198604497254273,51.520446600044,11/27/2022
