name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,ward,latitude,longitude,contact_name,additional_contact_name,easting,northing,runtime
Boyd Court Clubroom,Carslake Road,Wandsworth,NA,Wandsworth,,100023313059,E09000032,West Putney,E05000629,E05000629,51.4534423511733,-0.22636581281809837,,,523222.0001221001,174264.00012210011,11/20/2022
Alton Community Centre,1-9 Petersfield Rise,Wandsworth,NA,Wandsworth,,100023313854,E09000032,Roehampton and Putney Heath,E05000621,E05000621,51.44659196083157,-0.2366773873501296,,,522524.0001221001,173485.00012210011,11/20/2022
Fitzhugh Grove Community Room,Fitzhugh Grove,Wandsworth,NA,Wandsworth,http://www.fitzhughgrove.info,100023328596,E09000032,Wandsworth Common,E05000627,E05000627,51.45261803552331,-0.17500897057209636,,,526792.0001221001,174260.00012210011,11/20/2022
St Martin's Community Centre,Abbots Park,Lambeth,NA,Lambeth,,200000466451,E09000022,Tulse Hill,E05000435,E05000435,51.44226175308407,-0.1116965078323108,,,531220.0001221001,173220.00012210011,11/20/2022
Chalkhill Community Centre,113 Chalkhill Road,Brent,NA,Brent,https://www.metropolitan.org.uk/images/centre-profile_Chalkhill.pdf,202151476,E09000005,Barnhill,E05000086,E05000086,51.56339249574633,-0.2749599395866999,,,519558.0001221001,186409.00012210011,11/20/2022
Ashmole Estate Tenants' Hall,2 Meadow Road,Lambeth,NA,Lambeth,https://www.metropolitan.org.uk,100023383267,E09000022,Oval,E05000426,E05000426,51.48231662873161,-0.11599105434082073,,,530807.0001221001,177666.00012210011,11/20/2022
Sky City Community Centre,50 Mayes Road,London Borough Of Haringey,NA,Haringey,https://www.metropolitan.org.uk/images/centre-profile_Sky-City2.pdf,100023178699,E09000014,Noel Park,E05000275,E05000275,51.59373182058857,-0.1078027218465522,,,531055.0001221001,190069.00012210011,11/20/2022
Whitmore Community Centre,2 Phillipp Street,Hackney,NA,Hackney,https://www.metropolitan.org.uk/,100023135258,E09000012,Hoxton East & Shoreditch,E05009377,E05009377,51.53533083692144,-0.0759187285631925,,,533434.0001221001,183633.00012210011,11/20/2022
Rectory Park Community Centre,245 Rectory Park Avenue,Ealing,NA,Ealing,,12175709,E09000009,Greenford Broadway,E05000177,E05000177,51.5336143769659,-0.37761697107640546,,,512517.0001221001,182935.00012210011,11/20/2022
Stockwell Park Community Centre,21 Aytoun Place,Lambeth,NA,Lambeth,http://www.thetrust.org.uk/,200000490474,E09000022,Ferndale,E05000421,E05000421,51.46877849780066,-0.11414409995917532,,,530974.0001221001,176164.00012210011,11/20/2022
Lascar Wharf Community Centre,21 Parnham Street,Tower Hamlets,NA,Tower Hamlets,https://www.newlon.org.uk/residents/community-services/community-facilities/,6163883,E09000030,St. Dunstan's,E05009329,E05009329,51.51435159074501,-0.03360481509896949,,,536430.8900756985,181378.36010739952,11/20/2022
Barnsbury Estate Community Centre Hall,12 Jays Street,Islington,NA,Islington,https://www.newlon.org.uk/residents/community-services/community-facilities/,10023220325,E09000019,Barnsbury,E05000366,E05000366,51.53557495717237,-0.1136481539816333,,,530817.0001221001,183592.00012210011,11/20/2022
The Vale Community Centre,1 Pentland Road,Brent,NA,Brent,https://www.brent.gov.uk/your-community/community-directory/the-vale-community-centre/,202139453,E09000005,Kilburn,E05000094,E05000094,51.53125748562849,-0.19476337489797899,Sharon Baah,,525204.0001221001,182970.00012210011,11/20/2022
Phoenix Heights Community Centre,140 Byng Street,Tower Hamlets,NA,Tower Hamlets,https://www.onehousing.co.uk/for-you/volunteering-and-community-involvement/community-centres/phoenix-heights-community-centre,6165218,E09000030,Canary Wharf,E05009323,E05009323,51.499783429225225,-0.020173266543772824,,,537406.5300902948,179783.67010499537,11/20/2022
Flower and Dean Community Centre,41 Flower And Dean Walk,Tower Hamlets,NA,Tower Hamlets,https://www.onehousing.co.uk/for-you/volunteering-and-community-involvement/community-centres/flower-and-dean-community-centre,6001472,E09000030,Spitalfields & Banglatown,E05009333,E05009333,51.517247206504365,-0.07059782588650522,,,533856.0001221001,181632.00012210011,11/20/2022
Grays Inn Community Centre,Rosebery Avenue,Camden,NA,Camden,https://www.onehousing.co.uk/for-you/volunteering-and-community-involvement/community-centres/grays-inn-community-centre,5140780,E09000007,Holborn and Covent Garden,E05000138,E05000138,51.52163325549853,-0.11075002781536321,,,531058.0001221001,182047.00012210011,11/20/2022
Charlton House,Charlton Road,Greenwich,NA,Greenwich,https://www.greenwichheritage.org/whats-on/detail/community-groups-at-charlton-house,10010233503,E09000011,Charlton,E05000216,E05000216,51.48015803297103,0.03873053348857271,,,541555.0501098931,177713.80010989308,11/20/2022
St Marys Community Centre,180 Eltham High Street,Greenwich,NA,Greenwich,,100023282442,E09000011,Eltham South,E05000219,E05000219,51.45005809024685,0.05868991453755549,,,543034.8601073995,174405.86010739952,11/20/2022
Invicta Hall,26 Strandfield Close,Greenwich,NA,Greenwich,http://www.glyndon.org.uk/invicta.htm,100023242554,E09000011,Plumstead,E05000226,E05000226,51.486198751353136,0.09512394344501161,,,545451.0001221001,178496.00012210011,11/20/2022
World's End Community Centre,16 Blantyre Street, London,NA,Kensington and Chelsea,https://www.rbkc.gov.uk/housing-management/housing-venues-hire,217122202,E09000020,Chelsea Riverside,E05009391,E05009391,51.48042558644895,-0.17728377262948894,Sharon Baah,,526557.0001221001,177348.00012210011,11/20/2022
Freehold Community Centre,9 Alexandra Road,Barnet,NA,Haringey,,10003975973,E09000014,Alexandra,E05000266,E05000266,51.607443767459046,-0.14137747942125142,,,528691.0001221001,191534.00012210011,11/20/2022
Silchester Community Room,Frinstead House, Freston Road, London,Kensington and Chelsea,https://www.rbkc.gov.uk/housing-management/housing-venues-hire,217127986,E09000020,Notting Dale,E05009399,E05009399,51.512326013051684,-0.2174623497028122,Sharon Baah,,523681.0900878981,180826.37011719495,11/20/2022
Sir Thomas More Community Centre,Sir Thomas More Estate, Beaufort Street, London,Kensington and Chelsea,https://www.rbkc.gov.uk/housing-management/housing-venues-hire,217004580,E09000020,Chelsea Riverside,E05009391,E05009391,51.48254897804968,-0.1721432592327463,Sharon Baah,,526908.0001221001,177593.00012210011,11/20/2022
Henry Dickens Community Centre,Henry Dickens Court Estate, St Annes Road, London,Kensington and Chelsea,,217107812,E09000020,Notting Dale,E05009399,E05009399,51.509615103746064,-0.21387985737830087,Sharon Baah,,523937.0001221001,180531.00012210011,11/20/2022
Treverton Community Centre,Treverton Street, London,NA,Kensington and Chelsea,https://www.rbkc.gov.uk/housing-management/housing-venues-hire,217125493,E09000020,Dalgarno,E05009394,E05009394,51.522733476217454,-0.2134701912667608,Sharon Baah,,523929.8101195991,181990.3500976935,11/20/2022
Kensal Resource Centre,Appleford House,  Appleford Road, London,Kensington and Chelsea,https://www.rbkc.gov.uk/housing-management/housing-venues-hire,217126323,E09000020,Golborne,E05009396,E05009396,51.5239762755564,-0.20699872135055433,Sharon Baah,,524375.3101195991,182139.5200805962,11/20/2022
John Keys Resource Centre,Pond House, Pond Place, London,Kensington and Chelsea,https://www.rbkc.gov.uk/housing-management/housing-venues-hire,217126324,E09000020,Stanley,E05009405,E05009405,51.49110413428955,-0.16928086480657964,Sharon Baah,,527082.9301147982,178549.2200927958,11/20/2022
Shiraz Mirza Hall (Norbiton),76 Coombe Road,Kingston Upon Thames,NA,Kingston upon Thames,http://www.shirazm.org.uk/norbiton/index.php,100023059174,E09000021,Coombe Hill,E05000406,E05000406,51.41184924533115,-0.2814329821569845,,,519505.0001221001,169548.00012210011,11/20/2022
Tudor Hall,Tudor Drive,Kingston Upon Thames,NA,Kingston upon Thames,https://venuesinkingston.co.uk/venue/tudor-hall/,128039996,E09000021,Tudor,E05000415,E05000415,51.42580323322705,-0.29594286504915013,,,518460.0001221001,171076.00012210011,11/20/2022
Wharncliffe Gardens Community Hall,Pollitt Drive,City Of Westminster,NA,Westminster,,10033527341,E09000033,Regent's Park,E05000643,E05000643,51.526214955560064,-0.17287468701025677,,,526736.0001221001,182447.00012210011,11/20/2022
Shiraz Mirza Hall (Manor Park Hall),Manor Park Hall,316 Malden Road,Kingston Upon Thames,Kingston upon Thames,http://www.shirazm.org.uk/new-malden/index.php,128041830,E09000021,St. James,E05000411,E05000411,51.38680713262569,-0.24957036350162495,,,521787.0001221001,166816.00012210011,11/20/2022
Hook Centre,Hook Road,Kingston Upon Thames,NA,Kingston upon Thames,https://www.kingston.gov.uk/info/200203/hook_centre_and_music_studio/293/about_the_hook_centre,100023067317,E09000021,Chessington North and Hook,E05000404,E05000404,51.36739708817156,-0.30447707972785787,,,518017.0001221001,164568.00012210011,11/20/2022
Nelson Mandela,Cazenove Road,Hackney,NA,Hackney,n16boilerhouse.com,10008241565,E09000012,Cazenove,E05009368,E05009368,51.563693106072,-0.06949381791249652,,,533796.2800902948,186798.3500976935,11/20/2022
Belvedere House,Lemon Grove,Hounslow,NA,Hounslow,http://fcda.org.uk/,200003966233,E09000018,Feltham West,E05000352,E05000352,51.44520510645467,-0.4118723502834309,,,510354.7000731975,173052.30010989308,11/20/2022
Assembly Halls - West Wickham,Assembly Halls, 18 Gates Green Road, West Wickham,Bromley,,100022897671,E09000006,Hayes and Coney Hall,E05000119,E05000119,51.36796338445021,0.005780632385565183,Deborah Vickery,,539609.0001221001,165176.00012210011,11/20/2022
Sanderson Hall - St Paul's Cray,Mickleham Road, St Paul's Cray,NA,Bromley,http://www.sandersonhall.com/,100022898279,E09000006,Cray Valley West,E05000115,E05000115,51.404391458153455,0.1030729585734151,Dave Andrew,,546264.0001221001,169416.00012210011,11/20/2022
Minstead Gardens Christian Community Centre,Portswood Place,Wandsworth,NA,Wandsworth,,100023314339,E09000032,Roehampton and Putney Heath,E05000621,E05000621,51.451253970561886,-0.24769636863537348,,,521746.0001221001,173985.00012210011,11/20/2022
Orpington Village Hall,311 High Street, Orpington,NA,Bromley,http://www.orpingtonvillagehall.org.uk,10070007136,E09000006,Orpington,E05000122,E05000122,51.373034933366746,0.09975286747315557,,,546133.0001221001,165923.00012210011,11/20/2022
Beckenham Public Hall,4 Bromley Road,Bromley,NA,Bromley,http://www.mytimeactive.co.uk/leisure/beckenham-public-hall,100022896627,E09000006,Copers Cope,E05000113,E05000113,51.40805867811709,-0.0228231425454385,,,537498.0001221001,169580.00012210011,11/20/2022
Wickham Hall,Sussex Road,Bromley,NA,Bromley,http://www.wickhamhall.org.uk,100022897602,E09000006,West Wickham,E05000127,E05000127,51.37697313063567,-0.01786853418820336,,,537936.0001221001,166133.00012210011,11/20/2022
Downe Village Hall,The Village Hall, 24 High Street, Downe,Bromley,,100022899568,E09000006,Darwin,E05000117,E05000117,51.33517128583586,0.05557883498933597,,,543177.0001221001,161626.00012210011,11/20/2022
Hayes Village Hall,Hayes Street, Bromley,NA,Bromley,,100023527434,E09000006,Hayes and Coney Hall,E05000119,E05000119,51.378069957195706,0.02006233543904559,L.A. Mack,,540572.0001221001,166327.00012210011,11/20/2022
Farnborough Village Hall,65 High Street, Farnborough, Orpington,Bromley,,100023528480,E09000006,Farnborough and Crofton,E05000118,E05000118,51.35906354466391,0.06913233784724349,J. Tinham,,544046.0001221001,164309.00012210011,11/20/2022
Mottingham Community and Learning Shop - Rooms,1 - 2, Cranley Parade, Beaconsfield Road,Bromley,http://www.bromley.gov.uk/MottinghamCommunityShop,100023528178,E09000006,Mottingham and Chislehurst North,E05000121,E05000121,51.42689826841639,0.04852923920340633,,,542401.0001221001,171811.00012210011,11/20/2022
Casa De Mozambique in UK,Allensbury Place,Camden,NA,Camden,,5158246,E09000007,Cantelowes,E05000131,E05000131,51.54090487830916,-0.12522543440921907,,,529999.0001221001,184164.00012210011,11/20/2022
Community Learning Centre (SHELL),Ainsworth Way,Camden,NA,Camden,http://www.shakonline.co.uk/shell/,5163444,E09000007,Kilburn,E05000140,E05000140,51.53874299224259,-0.18098274859582633,,,526139.0001221001,183826.00012210011,11/20/2022
13 Cester Street,13 Cester Street,Hackney,NA,Hackney,https://www.hanover.org.uk/find-a-home/property-search/cester-street-hackney/,10008229900,E09000012,Haggerston,E05009375,E05009375,51.53502349980238,-0.06598129958250294,Cester Street Estate Office,,534124.0001221001,183617.00012210011,11/20/2022
Robert Owen Lodge,172 Clarence Road,Hackney,NA,Hackney,,100023545020,E09000012,Hackney Downs,E05009373,E05009373,51.55448073266633,-0.05426352976660356,,,534879.0001221001,185802.00012210011,11/20/2022
The Fitzrovia Centre,2 Foley Street,City Of Westminster,NA,Westminster,http://fitzroviacentre.org/,10033619463,E09000033,West End,E05000649,E05000649,51.51967306764882,-0.13716051481830566,,,529231.5900878981,181782.07012939453,11/20/2022
London Chinese Community Centre,2 Leicester Court,City Of Westminster,NA,Westminster,http://www.ccc.org.uk,10033619899,E09000033,St. James's,E05000644,E05000644,51.510955690482724,-0.12743550034196988,,,529931.0001221001,180830.00012210011,11/20/2022
Portgate Community Hall,19 Portgate Close,City Of Westminster,NA,Westminster,https://www.cwh.org.uk/your-community/hall-hire/portgate-community-hall,100023513934,E09000033,Harrow Road,E05000635,E05000635,51.52640699432382,-0.20041964064815374,,,524825.0001221001,182421.00012210011,11/20/2022
Warwick Community Hall,300 Harrow Road,City Of Westminster,NA,Westminster,https://www.cwh.org.uk/your-community/hall-hire/warwick-community-hall,100023482308,E09000033,Westbourne,E05000648,E05000648,51.521398859935324,-0.19114558071321713,,,525482.0001221001,181880.00012210011,11/20/2022
St Judes Community Hall,Fourth Avenue,City Of Westminster,NA,Westminster,https://www.cwh.org.uk/your-community/hall-hire/st-judes-community-hall,100023433905,E09000033,Queen's Park,E05000642,E05000642,51.528269843092254,-0.20872331145983217,,,524244.0001221001,182614.00012210011,11/20/2022
Pickering Hall,Hallfield Estate,City Of Westminster,NA,Westminster,https://www.cwh.org.uk/your-community/hall-hire/pickering-hall,10033620853,E09000033,Lancaster Gate,E05000638,E05000638,51.514883423565564,-0.18389390223881183,,,526003.0001221001,181168.00012210011,11/20/2022
Churchill Gardens Residents Hall,Lupus Street,City Of Westminster,NA,Westminster,https://www.openage.org.uk/churchill-hub,10033569513,E09000033,Churchill,E05000633,E05000633,51.4864672765763,-0.14277247183707562,Claire Godwin,,528936.0001221001,178080.00012210011,11/20/2022
Village Club,Allitsen Road,City Of Westminster,NA,Westminster,https://www.cwh.org.uk/your-community/hall-hire/village-club,10033555040,E09000033,Regent's Park,E05000643,E05000643,51.53326584089016,-0.16704058327954432,,,527121.0001221001,183241.12011719495,11/20/2022
Grosvenor Hall,Vincent Street,City Of Westminster,NA,Westminster,https://www.cwh.org.uk/your-community/hall-hire/grosvenor-hall,10033548755,E09000033,Vincent Square,E05000646,E05000646,51.49261869108513,-0.1286193513375672,,,529901.0001221001,178789.00012210011,11/20/2022
Northfields Community Centre,Northcroft Road,Ealing,NA,Ealing,,12002196,E09000009,Northfield,E05000182,E05000182,51.500513014963026,-0.3178264210786643,,,516748.0001221001,179348.00012210011,11/20/2022
The Greenside Community Centre,Lilestone Street,City Of Westminster,NA,Westminster,http://www.westminstercommunityinfo.org/content/greenside-community-centre,10033625021,E09000033,Church Street,E05000634,E05000634,51.524825124723634,-0.1647256481157802,,,527305.0800780952,182306.61010739952,11/20/2022
Mountfield Community Centre,17 Sandway Road,Bromley,NA,Bromley,,10003626729,E09000006,Cray Valley East,E05000114,E05000114,51.393395122945876,0.11786521920589907,,,547328.0001221001,168223.00012210011,11/20/2022
Bede Community Centre,9 Bede Square,Tower Hamlets,NA,Tower Hamlets,http://www.eastendhomes.net/bede-cc,6180742,E09000030,Mile End,E05009327,E05009327,51.52010297341789,-0.028329818225129047,,,536779.6101073995,182027.70007319748,11/20/2022
Southern Grove Community Centre,14 Southern Grove,Tower Hamlets,NA,Tower Hamlets,http://www.eastendhomes.net/southern-grove,6176614,E09000030,Mile End,E05009327,E05009327,51.523521964404225,-0.029541950137562965,,,536685.2901000977,182405.59008789808,11/20/2022
The Centre,30 Merchant Street,Tower Hamlets,NA,Tower Hamlets,http://www.eastendhomes.net/the-centre,6159903,E09000030,Bromley North,E05009321,E05009321,51.52484019272359,-0.025351325883297433,,,536972.0001221001,182560.00012210011,11/20/2022
Broadwater Farm Community Centre,Freedom Road,London Borough Of Haringey,NA,Haringey,https://www.fusion-lifestyle.com/centres/broadwater-farm-community-centre/,200002798041,E09000014,West Green,E05000282,E05000282,51.59521610149512,-0.08288998891061873,Su Jolly,,532776.0001221001,190279.00012210011,11/20/2022
London Borough of Haringey Neighbourhood Resource,179 Park Lane,London Borough Of Haringey,NA,Haringey,https://www.haringey.gov.uk/libraries-sport-and-leisure/culture-and-entertainment/venues-hire/northumberland-park-resource-centre,100023163044,E09000014,Northumberland Park,E05000276,E05000276,51.602345953146056,-0.05815346144896439,Sue Grant,,534468.0001221001,191117.00012210011,11/20/2022
