name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,ward,latitude,longitude,contact_name,additional_contact_name,easting,northing,runtime
Matthews Community Hall,12 Margravine Road,Hammersmith And Fulham,NA,Hammersmith and Fulham,,34141653,E09000013,Fulham Reach,E05000255,E05000255,51.48628627758853,-0.2138986305982041,,,523999.0001221001,177937.00012210011,11/20/2022
Crayford and Barnehurst Youth Centre,Woodside Road, Bexleyheath,NA,Bexley,,10011847892,E09000004,Barnehurst,E05000064,E05011222,51.45670383317704,0.16900912202859172,,,550677.0001221001,175366.00012210011,11/20/2022
Gibbs Green Hall,Gibbs Green,Hammersmith And Fulham,NA,Hammersmith and Fulham,,34141100,E09000013,North End,E05000258,E05000258,51.489834647454636,-0.202450967638396,,,524784.0001221001,178351.00012210011,11/20/2022
Edwards Woods Community Centre,60-70 Norland Road,Hammersmith And Fulham,NA,Kensington and Chelsea,,34039616,E09000020,Norland,E05009398,E05009398,51.506439669322354,-0.21442198895797446,,,523908.0001221001,180177.00012210011,11/20/2022
Masbro Centre,87 Masbro' Road,Hammersmith And Fulham,NA,Hammersmith and Fulham,http://www.upg.org.uk,34034846,E09000013,Addison,E05000250,E05000250,51.49969571977298,-0.21449829549308605,,,523921.0001221001,179427.00012210011,11/20/2022
Dorset Wharf Residents Hall,158 Rainville Road,Hammersmith And Fulham,NA,Hammersmith and Fulham,,34024170,E09000013,Fulham Reach,E05000255,E05000255,51.4820172956712,-0.2223764718358066,,,523422.0001221001,177448.00012210011,11/20/2022
Old Oak Centre,76 Braybrook Street,Hammersmith And Fulham,NA,Hammersmith and Fulham,http://www.oldoakcentre.co.uk,34115066,E09000013,College Park and Old Oak,E05000253,E05000253,51.51796120666277,-0.24186472675170165,,,521973.0001221001,181412.00012210011,11/20/2022
Lytton Estate Community Hall,North End Crescent,Hammersmith And Fulham,NA,Hammersmith and Fulham,lyttonresidents.blogspot.com,34128657,E09000013,Avonmore and Brook Green,E05000252,E05000252,51.49280694286175,-0.20567652288927524,,,524552.0001221001,178676.00012210011,11/20/2022
Becklow Gardens Residents Hall,Becklow Road,Hammersmith And Fulham,NA,Hammersmith and Fulham,,34013799,E09000013,Askew,E05000251,E05000251,51.50433039932261,-0.24148160631614535,,,522036.0001221001,179897.00012210011,11/20/2022
Lancaster Court Tenants’ Hall,Darlan Road,Hammersmith And Fulham,NA,Hammersmith and Fulham,,34140754,E09000013,Town,E05000264,E05000264,51.478232889708906,-0.20009867666352588,,,524979.0001221001,177065.00012210011,11/20/2022
Dorset Wharf Community Hall,Rainville Road,Hammersmith And Fulham,NA,Hammersmith and Fulham,http://www.rockingscots.co.uk/Dorsetwharfcommunityhall.html,34141101,E09000013,Fulham Reach,E05000255,E05000255,51.482577837910306,-0.22257073206320735,,,523407.0001221001,177510.00012210011,11/20/2022
Bridge Community Hut,Tewkesbury Road,London Borough Of Haringey,NA,Haringey,,10090477947,E09000014,Seven Sisters,E05000278,E05000278,51.575790655651566,-0.08402517923980599,,,532754.0001221001,188117.00012210011,11/20/2022
Haringey Chinese Centre,211 Langham Road,London Borough Of Haringey,NA,Haringey,http://www.haringeychinesecentre.org.uk/,100023151310,E09000014,West Green,E05000282,E05000282,51.59012999984138,-0.09973705244499217,,,531624.0001221001,189683.00012210011,11/20/2022
Pinner Hill Hall,Pinner Hill Road,Harrow,NA,Harrow,http://www.harrow.gov.uk/info/200244/housing_portal/1668/community_centre_halls,200004435039,E09000015,Pinner,E05000297,E05000297,51.60195441057964,-0.3959778896682614,,,511077.0001221001,190506.00012210011,11/20/2022
Marian Community Centre,Stafford Road,Brent,NA,Brent,https://www.brent.gov.uk/your-community/community-directory/marian-community-centre/,202043775,E09000005,Kilburn,E05000094,E05000094,51.530458113082446,-0.19424707220013804,,,525242.0001221001,182882.00012210011,11/20/2022
Kenmore Park Hall,Warneford Road,Harrow,NA,Harrow,http://www.harrow.gov.uk/info/200244/housing_portal/1668/community_centre_halls,200000311926,E09000015,Kenton East,E05000294,E05000294,51.592738850918366,-0.29658927311367317,,,517983.0001221001,189637.00012210011,11/20/2022
Bede Anandappa Centre,Binyon Crescent,Harrow,NA,Harrow,http://www.harrow.gov.uk/info/200244/housing_portal/1668/community_centre_halls,200000306195,E09000015,Stanmore Park,E05000303,E05000303,51.61521956704939,-0.3308510128263924,,,515553.0001221001,192082.00012210011,11/20/2022
Northolt Road Hall,Northolt Road,Harrow,NA,Harrow,http://www.harrow.gov.uk/info/200244/housing_portal/1668/community_centre_halls,10094042923,E09000015,Harrow on the Hill,E05000289,E05000289,51.567778273578355,-0.34595216788423533,,,514627.0001221001,186783.00012210011,11/20/2022
Savoy Court Community Centre,Station Road,Harrow,NA,Harrow,,10070262953,E09000015,Headstone South,E05000293,E05000293,51.58615586143091,-0.3590839384844344,,,513671.1500854939,188805.99011229724,11/20/2022
Grange Farm Community Centre,65 Osmond Close,Harrow,NA,Harrow,http://www.harrow.gov.uk/info/200244/housing_portal/1668/community_centre_halls,100023029639,E09000015,Harrow on the Hill,E05000289,E05000289,51.56811979141418,-0.3491289875785048,,,514406.0001221001,186816.00012210011,11/20/2022
Churchill Place Hall,Sandridge Close,Harrow,NA,Harrow,http://www.harrow.gov.uk/info/200244/housing_portal/1668/community_centre_halls,100023026872,E09000015,Marlborough,E05000296,E05000296,51.59058558131898,-0.3339054765648596,,,515404.0001221001,189338.00012210011,11/20/2022
Julie Cook Hall,Augustine Road,Harrow,NA,Harrow,http://www.harrow.gov.uk/info/200244/housing_portal/1668/community_centre_halls,10000001851,E09000015,Hatch End,E05000291,E05000291,51.602172301817795,-0.35326641420668276,,,514034.0001221001,190596.00012210011,11/20/2022
Avelon Road Centre,100 Avelon Road,Havering,NA,Havering,http://www.avelonroadcentre.com/,10033420082,E09000016,South Hornchurch,E05000321,E05000321,51.53382315981338,0.20143605579399684,,,552671.4500731975,184007.75012210011,11/20/2022
Wykeham Hall,Market Place,Havering,NA,Havering,,100023211660,E09000016,Romford Town,E05000319,E05000319,51.57884602554836,0.18259987004686565,,,551215.8601073995,188974.54010009766,11/20/2022
Harmondsworth & Longford Community Centre,School Road,Hillingdon,NA,Hillingdon,,10003001017,E09000017,Heathrow Villages,E05000331,E05000331,51.48636757668933,-0.478544270355759,,,505627.0001221001,177531.00012210011,11/20/2022
Uxbridge Community Centre,32 The Greenway,Hillingdon,NA,Hillingdon,,10003001516,E09000017,Uxbridge South,E05000341,E05000341,51.53613502347981,-0.4777792786779315,,,505565.0001221001,183066.00012210011,11/20/2022
Hayes & Harlington Community Centre,Albert Road,Hillingdon,NA,Hillingdon,,10003002586,E09000017,Botwell,E05000325,E05000325,51.50135444842461,-0.4223665905082131,,,509491.0001221001,179280.00012210011,11/20/2022
Crane Youth & Community Centre,Fuller Way,Hillingdon,NA,Hillingdon,,10022796414,E09000017,Pinkwell,E05000337,E05000337,51.49306192403305,-0.4216444285055746,,,509561.0001221001,178359.00012210011,11/20/2022
Manor Farm Community Centre,Bury Street,Hillingdon,NA,Hillingdon,eye-community-association.org.uk,10022796801,E09000017,Eastcote and East Ruislip,E05000329,E05000329,51.577895421997894,-0.4270352000904505,,,508984.0001221001,187784.00012210011,11/20/2022
Hayes End Community Centre,Kingsway,Hillingdon,NA,Hillingdon,,10022797808,E09000017,Botwell,E05000325,E05000325,51.52319096764345,-0.43788817600602137,,,508362.0001221001,181685.00012210011,11/20/2022
Skylark Community Centre,Pine Place,Hillingdon,NA,Hillingdon,,10022805224,E09000017,Charville,E05000328,E05000328,51.526752732531854,-0.4138172915398537,,,510023.0900878981,182116.9700927958,11/20/2022
Eastcote Community Centre,Southbourne Gardens,Hillingdon,NA,Hillingdon,,100023034607,E09000017,Cavendish,E05000327,E05000327,51.57282596015188,-0.39996217761345904,,,510872.0001221001,187261.00012210011,11/20/2022
Kate Fassnidge Community Hall,76 High Street,Hillingdon,NA,Hillingdon,https://modgov.hillingdon.gov.uk/mgLocationDetails.aspx?RID=24,100023037553,E09000017,Northwood,E05000335,E05000335,51.606944163845874,-0.4141776335272497,,,509804.7200927958,191033.34008789808,11/20/2022
Townfield Community Centre,Townfield Road,Hillingdon,NA,Hillingdon,,100023416187,E09000017,Townfield,E05000339,E05000339,51.51198214714743,-0.4168540013658689,,,509848.0001221001,180470.00012210011,11/20/2022
Charville Community Centre0,Bury Avenue,Hillingdon,NA,Hillingdon,,100023417390,E09000017,Charville,E05000328,E05000328,51.53667096811843,-0.42705814125608055,,,509081.0001221001,183200.00012210011,11/20/2022
Barnhill Community Centre,Ayles Road,Hillingdon,NA,Hillingdon,,100023417474,E09000017,Barnhill,E05000324,E05000324,51.531684185878106,-0.40342394660803815,,,510732.0001221001,182681.00012210011,11/20/2022
Brookside Community Centre,70 Brookside Road,Hillingdon,NA,Hillingdon,,100023563393,E09000017,Yeading,E05000344,E05000344,51.51817595803819,-0.3908941154197805,,,511634.0001221001,181198.00012210011,11/20/2022
Yiewsley & West Drayton Commmunity Centre,Harmondsworth Road,Hillingdon,NA,Hillingdon,,100023660962,E09000017,West Drayton,E05000342,E05000342,51.50186131977744,-0.4659961818210895,,,506462.0001221001,179272.00012210011,11/20/2022
Highbury Roundhouse Community Centre,71 Ronalds Road,Islington,NA,Islington,,5300079437,E09000019,Highbury East,E05000372,E05000372,51.550340664145864,-0.10239120818385189,,,531555.0001221001,185254.00012210011,11/20/2022
City of London Community Education Centre,99 Golden Lane,Islington,NA,Islington,,10001295847,E09000019,Bunhill,E05000367,E05000367,51.52258233931429,-0.09381417569114542,,,532230.0001221001,182183.00012210011,11/20/2022
The Holloway Neighbourhood Group,84 Mayton Street,Islington,NA,Islington,http://www.hng.org.uk/,10008977169,E09000019,Finsbury Park,E05000371,E05000371,51.55810817494562,-0.115601406388328,,,530617.0001221001,186094.00012210011,11/20/2022
Bayes House Community Centre,Augustas Lane,Islington,NA,Islington,,10023222753,E09000019,Barnsbury,E05000366,E05000366,51.54277960358187,-0.1081145428618672,,,531180.0001221001,184403.00012210011,11/20/2022
Roupell Park RMC Community Office,Brockham Drive,Lambeth,NA,Lambeth,http://www.roupellpark.co.uk/,10008786573,E09000022,Brixton Hill,E05000417,E05000417,51.44767026013153,-0.11917371834601846,,,530685.0001221001,173808.00012210011,11/20/2022
Springfield Community Health Centre,110 Union Road,Lambeth,NA,Lambeth,,10008789148,E09000022,Larkhall,E05000425,E05000425,51.47006257168161,-0.13142904795658902,,,529770.0001221001,176276.00012210011,11/20/2022
"Elmworth Grove Community Hall, Elmworth Grove Community Hall",Elmworth Grove,Lambeth,NA,Lambeth,,10023850989,E09000022,Thurlow Park,E05000434,E05000434,51.43645005007829,-0.09215037309720149,,,532595.0001221001,172609.00012210011,11/20/2022
Tulse Hill Youth and Play Project,Tulse Hill,Lambeth,NA,Lambeth,,10090196121,E09000022,Tulse Hill,E05000435,E05000435,51.44956415569588,-0.11446106986791714,,,531007.0001221001,174027.00012210011,11/20/2022
Kennington Park Centre,40 St Agnes Place,Lambeth,NA,Lambeth,,10091119527,E09000022,Oval,E05000426,E05000426,51.48155201807091,-0.10637426538967683,Sarah Moltoni,,531476.8400878981,177598.2100829929,11/20/2022
High Path Community Resource Centre,63 High Path,Merton,NA,Merton,https://www2.merton.gov.uk/health-social-care/adult-social-care/help-at-home/daycentres/hpresourcecentre.htm,48082063,E09000024,Abbey,E05000455,E05000455,51.412993862290726,-0.18728793637100788,,,526048.0001221001,169833.00012210011,11/20/2022
Morden Assembly Hall,Tudor Drive,Merton,NA,Merton,https://www.merton.gov.uk/leisure-recreation-and-culture/hall-hire/morden-assembly-hall,48100062,E09000024,Lower Morden,E05000465,E05000465,51.389750502781375,-0.21988903532565818,,,523844.0001221001,167193.00012210011,11/20/2022
Wimbledon Park Hall,170 Arthur Road,Merton,NA,Merton,http://www.wimbledonpark.com/wimbledon-park-hall/,48105969,E09000024,Wimbledon Park,E05000474,E05000474,51.434365332707536,-0.1954246517302115,,,525423.7200927958,172195.3300780952,11/20/2022
Forest Lane Lodge,Forest Lane,Newham,NA,Newham,https://www.newham.gov.uk/Pages/ServiceChild/Forest-Gate-Lodge-Community-Centre.aspx,46100785,E09000025,Forest Gate North,E05000483,E05000483,51.54791814870797,0.018490397764888904,,,539942.0001221001,185209.00012210011,11/20/2022
Beckton Community Centre,14 East Ham Manor Way,Newham,NA,Newham,https://www.newham.gov.uk/Pages/ServiceChild/Beckton-Community-Centre.aspx,46251507,E09000025,Beckton,E05000475,E05000475,51.50981512315869,0.06478672068373338,,,543271.0001221001,181062.00012210011,11/20/2022
The Well Community Centre,49 Vicarage Lane,Newham,NA,Newham,http://www.bonnydowns.org/,46253395,E09000025,East Ham South,E05000482,E05000482,51.52652232587007,0.06446125492918894,,,543196.0001221001,182919.00012210011,11/20/2022
Old Town Hall,29 Broadway,Newham,NA,Newham,http://www.virtualvenuevisit.com/venue/old-town-hall-stratford,46255417,E09000025,Stratford and New Town,E05000492,E05000492,51.53996392714256,0.003499435630759173,,,538927.0001221001,184296.00012210011,11/20/2022
Froud Centre,1 Toronto Avenue,Newham,NA,Newham,http://www.aston-mansfield.org.uk/froud-centre-room-hire,10008986568,E09000025,Little Ilford,E05000487,E05000487,51.55353641689747,0.05747546248083929,,,542627.0001221001,185909.00012210011,11/20/2022
Flanders Community Centre,116 Napier Road,Newham,NA,Newham,https://www.newham.gov.uk/Pages/ServiceChild/Flanders-Community-Centre.aspx,10008989166,E09000025,Wall End,E05000493,E05000493,51.53016334464646,0.06301100965662454,,,543084.0001221001,183321.00012210011,11/20/2022
Ascot Community Centre,Hermit Road,Newham,NA,Newham,https://www.newham.gov.uk/Pages/ServiceChild/Ascot-Community-Centre.aspx,10008991266,E09000025,Canning Town North,E05000477,E05000477,51.51899085789602,0.013462741997706936,,,539682.0001221001,181983.00012210011,11/20/2022
Cundy Community Centre,Hartington Road,Newham,NA,Newham,https://www.newham.gov.uk/Pages/ServiceChild/Cundy-Community-Centre.aspx,10008994537,E09000025,Custom House,E05000479,E05000479,51.512341310510465,0.02877968821110633,,,540765.0001221001,181273.00012210011,11/20/2022
The Cranbrook Centre,Cranbrook Road,Redbridge,NA,Redbridge,,10093036807,E09000026,Cranbrook,E05000502,E05011253,51.56645107375827,0.07282155978364359,,,543650.0001221001,187375.00012210011,11/20/2022
Loxford Community Corner,40 Loxford Lane,Redbridge,NA,Redbridge,https://find.redbridge.gov.uk/kb5/redbridge/fsd/service.page?id=6FPrv9bGDvA&familychannel=1_5_2,100023043938,E09000026,Loxford,E05000507,E05011247,51.5464589410309,0.08319869319200926,,,544432.4100952,185172.55010989308,11/20/2022
Newington Estate Tenants Hall,Canterbury Place,Southwark,NA,Southwark,,10009791116,E09000028,Newington,E05000544,E05011105,51.48986279895639,-0.09764296346827653,,,532059.0001221001,178538.00012210011,11/20/2022
Alberta T R A Hall,Alberta Street,Southwark,NA,Southwark,,10009804957,E09000028,Newington,E05000544,E05011105,51.489254926561536,-0.10159414434616501,,,531786.4901122972,178463.29010009766,11/20/2022
East Dulwich Community Centre,46-50 Darrell Road,Southwark,NA,Southwark,https://www.eastdulwichcommunitycentre.org.uk/,10009805006,E09000028,East Dulwich,E05000539,E05011103,51.455529986373584,-0.06934370190439332,,,534124.0001221001,174772.00012210011,11/20/2022
Brayards Estate Tenants & Residents Association,Caulfield Road,Southwark,NA,Southwark,,10013533664,E09000028,Nunhead,E05000545,E05011108,51.46952642087401,-0.05695904269641111,,,534943.0001221001,176351.00012210011,11/20/2022
Sojourner Truth Centre,161 Sumner Road,Southwark,NA,Southwark,,10090748514,E09000028,Peckham,E05000546,E05011110,51.47745188462772,-0.07178822395202367,,,533890.0001221001,177205.00012210011,11/20/2022
Colombo Centre,34-68 Colombo Street,Southwark,NA,Southwark,https://www.better.org.uk/leisure-centre/london/southwark/colombo-centre?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,200003375944,E09000028,Cathedrals,E05000536,E05011095,51.50518371146434,-0.1034899433852039,,,531609.0001221001,180231.00012210011,11/20/2022
Cossall Estate Tenants and Residents Association,48 Mortlock Close,Southwark,NA,Southwark,,200003382456,E09000028,Nunhead,E05000545,E05011108,51.470960389921785,-0.05973993270716696,,,534745.6600952,176505.32012939453,11/20/2022
The Green - Nunhead Community Centre,5 Nunhead Green,Southwark,NA,Southwark,http://www.thegreennunhead.org/,200003388332,E09000028,The Lane,E05000553,E05011108,51.464479876239544,-0.05797977653566125,,,534887.0001221001,175788.00012210011,11/20/2022
Links Community Centre,353 Rotherhithe New Road,Southwark,NA,Southwark,,200003408047,E09000028,Livesey,E05000543,E05011109,51.48616069738342,-0.06051587613205293,,,534647.0001221001,178194.00012210011,11/20/2022
Denmark Hill Community Centre,Blanchedowne,Southwark,NA,Southwark,,200003464190,E09000028,South Camberwell,E05000551,E05011097,51.46388961862221,-0.0877231423424743,,,532823.0001221001,175668.00012210011,11/20/2022
RIverside Community Centre,113 Culvers Avenue,Sutton,NA,Sutton,http://riversidecentre.org/,5870121708,E09000029,The Wrythe,E05000568,E05000568,51.37862948956756,-0.16306491526914654,,,527828.0001221001,166054.00012210011,11/20/2022
St Hilda's East Community Centre,18 Club Row,Tower Hamlets,NA,Tower Hamlets,http://www.sthildas.org.uk/,6005236,E09000030,Weavers,E05009335,E05009335,51.52456441039879,-0.07256645789759547,,,533698.0001221001,182442.00012210011,11/20/2022
Brady Arts and Community Centre,192-196 Hanbury Street,Tower Hamlets,NA,Tower Hamlets,http://www.towerhamletsarts.org.uk/?cat=6&cid=17672&guide=Venues,6011121,E09000030,Spitalfields & Banglatown,E05009333,E05009333,51.518906603473354,-0.06378110478349021,,,534324.0001221001,181829.00012210011,11/20/2022
Francis Lee Community Centre,10 Hawthorn Avenue,Tower Hamlets,NA,Tower Hamlets,,6056939,E09000030,Bow East,E05009319,E05009319,51.53606471326277,-0.02911975082141714,,,536677.0001221001,183801.00012210011,11/20/2022
Cedar Centre,17 Arden Crescent,Tower Hamlets,NA,Tower Hamlets,http://www.cedarcentre.co.uk/,6063814,E09000030,Island Gardens,E05009324,E05009324,51.49278062317068,-0.02101328212168325,,,537369.2901000977,179003.4600829929,11/20/2022
Kingsley Hall Community Centre,1 Powis Road,Tower Hamlets,NA,Tower Hamlets,http://kingsley-hall.co.uk/,6071710,E09000030,Bromley North,E05009321,E05009321,51.52611231962272,-0.01281016862409059,,,537838.0001221001,182725.00012210011,11/20/2022
Saint John's Community Centre,37-43 Glengall Grove,Tower Hamlets,NA,Tower Hamlets,,6081722,E09000030,Blackwall & Cubitt Town,E05009318,E05009318,51.494756818813684,-0.010485878235282358,,,538094.0001221001,179243.00012210011,11/20/2022
Island House Community Centre,Roserton Street,Tower Hamlets,NA,Tower Hamlets,http://www.island-house.org/,6081799,E09000030,Blackwall & Cubitt Town,E05009318,E05009318,51.49796864501855,-0.00842955879804655,,,538227.0001221001,179604.00012210011,11/20/2022
Devons Estate TRA,Powis Road,Tower Hamlets,NA,Tower Hamlets,http://www.towerhamletsarts.org.uk/?cat=6&cid=17689&guide=Venues,6150927,E09000030,Bromley North,E05009321,E05009321,51.52554222908986,-0.012604306780806276,,,537854.0001221001,182662.00012210011,11/20/2022
Hind Grove Community Hall,18 Stainsby Road,Tower Hamlets,NA,Tower Hamlets,http://www.towerhamletsarts.org.uk/?cat=6&cid=17729&guide=Venues,6210828,E09000030,Mile End,E05009327,E05009327,51.512304582270716,-0.023240411302642344,,,537156.0701293945,181170.13012699783,11/20/2022
Tab Centre,3 Godfrey Place,Tower Hamlets,NA,Tower Hamlets,http://www.thetabcentre.co.uk/,6210895,E09000030,Weavers,E05009335,E05009335,51.526901389242916,-0.07434515448291465,,,533567.7901000977,182698.6000976935,11/20/2022
Brady Arts and Community Centre,192-196 Hanbury Street,Tower Hamlets,NA,Tower Hamlets,http://www.towerhamletsarts.org.uk/?cat=6&cid=17672&guide=Venues,6710343,E09000030,Spitalfields & Banglatown,E05009333,E05009333,51.518906603473354,-0.06378110478349021,,,534324.0001221001,181829.00012210011,11/20/2022
Barnfield & Woodfield Tenants Association Room,Upper Park Road,NA,NA,Camden,,5143088,E09000007,Gospel Oak,E05000134,E05000134,51.55040596025984,-0.15840314406701914,,,527672.0001221001,185162.00012210011,11/20/2022
Peterhouse Centre,122 Forest Rise,Waltham Forest,NA,Waltham Forest,,10091776322,E09000031,Wood Street,E05000609,E05000609,51.58779232017734,0.006123076272449639,,,538963.0001221001,189619.00012210011,11/20/2022
Ethelburga Community Clubroom,60 Worfield Street,Wandsworth,NA,Wandsworth,http://ethelburgacommunity.com/community-centre/,121031099,E09000032,St. Mary's Park,E05000622,E05000622,51.47697163969308,-0.16457459578694542,Sandra Evangelista,,527449.0001221001,176986.00012210011,11/20/2022
York Gardens Library and Community Centre,34 Lavender Road,Wandsworth,NA,Wandsworth,www.wandsworth.gov.uk/libraries,10091844398,E09000032,Latchmere,E05000617,E05000617,51.46671068866937,-0.17614574691859497,,,526674.0001221001,175825.00012210011,11/20/2022
Balham Community Centre,91 Bedford Hill,Wandsworth,NA,Wandsworth,http://www.balhamcommunitycentre.com/index.html,100023306750,E09000032,Bedford,E05000611,E05000611,51.441071975459174,-0.14703260448435548,,,528768.0001221001,173025.00012210011,11/20/2022
The Old Laundry,6 Stockwell Gardens,London,NA,Lambeth,,100021893475,E09000022,Stockwell,E05000429,E05000429,51.47234665879808,-0.1195989156349705,,,530585.0001221001,176551.00012210011,11/20/2022
West Hendon Community Hub,Marsh Drive,Barnet,NA,Barnet,,200156706,E09000003,West Hendon,E05000062,E05000062,51.57906367585188,-0.24252756454064872,,,521763.76007079333,188205.05010989308,11/20/2022
Athlone Hall,Athlone Street,Camden,NA,Camden,https://www.originhousing.org.uk/community/community-halls/athlone-hall,5109339,E09000007,Haverstock,E05000136,E05000136,51.5475711374561,-0.14686249687331027,,,528480.0001221001,184867.00012210011,11/20/2022
Peabody Walworth Community Centre,Rodney Road,Southwark,NA,Southwark,,200003495244,E09000028,East Walworth,E05000540,E05011107,51.49098793703197,-0.0905079222276883,,,532551.0001221001,178676.00012210011,11/20/2022
Peabody Hill Community Hall,Peabody Hill,Lambeth,NA,Lambeth,https://www.peabody.org.uk/neighbourhoods/community-centres,200000463114,E09000022,Thurlow Park,E05000434,E05000434,51.44182592366951,-0.0997552376524662,,,532051.0001221001,173193.00012210011,11/20/2022
The Dalgarno Trust,Dalgarno Way,Kensington And Chelsea,NA,Kensington and Chelsea,,217023026,E09000020,Dalgarno,E05009394,E05009394,51.52386410554844,-0.22298170471122072,Rosana Ordoubadi,Pam,523267.0001221001,182100.00012210011,11/20/2022
Leander Hall,Ship Street,Lewisham,NA,Lewisham,,100023281185,E09000023,Brockley,E05000439,E05000439,51.47210507440575,-0.023986258427407956,,,537225.0001221001,176699.00012210011,11/20/2022
Rosendale Centre,Rosendale Road,Lambeth,NA,Lambeth,,10091120998,E09000022,Thurlow Park,E05000434,E05000434,51.44553434112961,-0.09882651457076044,,,532104.8300780952,173607.01007079333,11/20/2022
The Paradox Centre,3 Ching Way,Waltham Forest,NA,Waltham Forest,,10024418648,E09000031,Valley,E05000607,E05000607,51.60760221629156,-0.023379286320078217,,,536860.0001221001,191766.00012210011,11/20/2022
Pembury Community Centre,1 Atkins Square,Hackney,NA,Hackney,https://www.peabody.org.uk/neighbourhoods/community-centres/pembury-venue-hire,10008336791,E09000012,Hackney Central,E05009372,E05009372,51.54931690257459,-0.05731459837113089,,,534682.7700805962,185222.2100829929,11/20/2022
Victoria Park Community Centre,Egerton Road,Hackney,NA,Hackney,https://victoria-park-community-centre-peabody.business.site/,100023158852,E09000012,Springfield,E05009383,E05009383,51.5730160715991,-0.06675025338092201,,,533959.0001221001,187840.00012210011,11/20/2022
Green Man Community Centre,Strawberry Vale,Barnet,NA,Barnet,http://greenmancentre.wordpress.com/,200195077,E09000003,East Finchley,E05000049,E05000049,51.6004406688411,-0.1710344508965549,,,526657.2000731975,190703.50012210011,11/20/2022
St John's Hill Community Centre,St Johns Hill,Wandsworth,NA,Wandsworth,,121044565,E09000032,Northcote,E05000619,E05000619,51.46109564103682,-0.17017878659732244,Patricia Champion,,527104.0001221001,175211.00012210011,11/20/2022
Haskins Community Hall,Bromley Road,Lewisham,NA,Lewisham,https://www.lewisham.gov.uk/inmyarea/Pages/venue-detail.aspx?directoryid=3551,10023226892,E09000023,Whitefoot,E05000454,E05000454,51.43053792392598,-0.015061511232514221,,,537970.0001221001,172094.00012210011,11/20/2022
Spotlight Centre,35 Byron Street,Tower Hamlets,NA,Tower Hamlets,https://www.poplarharca.co.uk/node/368/,6352446,E09000030,Lansbury,E05009325,E05009325,51.51493040659827,-0.009996009371491907,,,538067.0001221001,181487.00012210011,11/20/2022
St Paul's Way Community Centre,83 St Pauls Way,Tower Hamlets,NA,Tower Hamlets,https://www.poplarharca.co.uk/community/community-centres/st-pauls-way-centre,6177479,E09000030,Mile End,E05009327,E05009327,51.517585610213644,-0.0254199648177323,,,536989.0100707933,181753.24011229724,11/20/2022
Teviot Centre,Wyvis Street,Tower Hamlets,NA,Tower Hamlets,,6152989,E09000030,Lansbury,E05009325,E05009325,51.51812024709862,-0.01200833477301255,,,537917.7600707933,181837.88012699783,11/20/2022
Linc Centre,70 Fern Street,Tower Hamlets,NA,Tower Hamlets,https://www.poplarharca.co.uk/community/community-centres/linc-centre,6116434,E09000030,Bromley South,E05009322,E05009322,51.520864943164334,-0.018949404989945042,,,537428.0001221001,182130.00012210011,11/20/2022
Bromley by Bow Centre,1 Bruce Road,Tower Hamlets,NA,Tower Hamlets,https://www.bbbc.org.uk/,6070381,E09000030,Bromley North,E05009321,E05009321,51.52666746648847,-0.011603689875427805,,,537920.0001221001,182789.00012210011,11/20/2022
St Joan of Arc Community Centre,Kelross Road,Islington,NA,Islington,http://www.stjoanofarcparish.co.uk/community-centre,5300053806,E09000019,Highbury East,E05000372,E05000372,51.55540272169201,-0.09509671609265731,,,532046.0001221001,185830.00012210011,11/20/2022
Trussler Community Hall,78 Grundy Street,Tower Hamlets,NA,Tower Hamlets,https://www.poplarharca.co.uk/community/community-centres/trussler-hall,6066080,E09000030,Lansbury,E05009325,E05009325,51.51143529743276,-0.014443580022599547,,,537769.0001221001,181090.00012210011,11/20/2022
Knee Hill Community Hall,4 Knee Hill,Greenwich,NA,Greenwich,,10010224800,E09000011,Abbey Wood,E05000214,E05000214,51.488876146771524,0.12266254374826922,,,547354.0001221001,178848.7700805962,11/20/2022
Anstridge Community Hall,79 Anstridge Road,Greenwich,NA,Greenwich,,10010224653,E09000011,Eltham South,E05000219,E05000219,51.447260551483815,0.08426945945370869,,,544820.7700805962,174145.0800780952,11/20/2022
Orchard Community Hall,120 Lewisham Road,Greenwich,NA,Greenwich,,10010220228,E09000011,Greenwich West,E05000222,E05000222,51.46848661228132,-0.011895464898762037,,,538075.5001221001,176319.40008549392,11/20/2022
Triangle Community Centre,Armitage Road,Greenwich,NA,Greenwich,,10010216516,E09000011,Peninsula,E05000225,E05000225,51.48660900711887,0.010047640962591723,,,539544.0001221001,178376.00012210011,11/20/2022
Coldharbour Hall,William Barefoot Drive,Greenwich,NA,Greenwich,,10010214625,E09000011,Coldharbour and New Eltham,E05000217,E05000217,51.43036654472471,0.05994179505565901,,,543183.4100952,172218.87011719495,11/20/2022
Flintmill Meeting Rooms,72 Flintmill Crescent,Greenwich,NA,Greenwich,,10010206087,E09000011,Kidbrooke with Hornfair,E05000223,E05000223,51.46392273561961,0.04754926081110308,,,542217.7901000977,175925.73010249436,11/20/2022
